name,price,reviews,ratings,processor,memory,display,gpu,bettery
MSI Modern 14 B10MW-660IN Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 256 GB SSD),"<span class=""price txt-w-b"">₹33,885</span>",4.2/5,33 Ratings,"Intel Core i3-10110U (10th Gen), 2.1 Ghz Processor",4 GB RAM | 256 GB SSD Storage,14″ (35.56 cm) Display,Intel UHD GPU,"65W, Upto 6 Hrs Battery Life"
ASUS TUF Gaming F17 FX707ZC4-HX067W Laptop (17.3 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹68,300</span>",4.0/5,36 Ratings,"Intel Core i5-12500H (12th Gen), 2.5 Ghz Processor",16 GB RAM | 512 GB SSD Storage,17.3″ (43.94 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM","200W, Upto 6 Hrs Battery Life"
MSI Katana GF76 11UE-485IN Laptop (17.3 Inch | Core i7 11th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹106,178</span>",4.3/5,29 Ratings,"Intel Core i7-11800H (11th Gen), 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,17.3″ (43.94 cm) Display,"NVIDIA GeForce RTX 3060 GPU, 6 GB VRAM",65W Adapter
Dell G15-5510 (D560473WIN9B) Laptop (15.6 Inch | Core i5 10th Gen | 16 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹78,900</span>",4.0/5,36 Ratings,"Intel Core i5-10200H (10th Gen), 4.0 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce GTX 1650 GPU, 4 GB VRAM",56W Adapter
Acer Aspire 3 A3SP14-31PT (NX.KENSI.002) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹41,990</span>",4.4/5,26 Ratings,"Intel Core i3-N305 (12th Gen), 4.0 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display With Touchscreen,Intel UHD GPU,"45W, Upto 8.5 Hrs Battery Life"
Lenovo Ideapad Slim 3i (82H802FAIN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹39,990</span>",4.4/5,28 Ratings,"Intel Core i3-1135G7 (11th Gen), 2.1 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Integrated GPU,"65W, Upto 7.5 Hrs Battery Life"
MSI Katana 17 B13VFK-253IN Laptop (17.3 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹113,449</span>",4.2/5,32 Ratings,"Intel Core i7-13620H (13th Gen), 3.4 Ghz Processor",16 GB RAM | 1 TB SSD Storage,17.3″ (43.94 cm) Display,"NVIDIA GeForce RTX 4060 GPU, 8 GB VRAM",Upto 6 Hrs Battery Life
ASUS VivoBook 14 OLED X1405ZA-KM511WS Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹71,990</span>",4.4/5,26 Ratings,"Intel Core i5-1235U (12th Gen), 1.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) OLED Display,Intel Integrated GPU,"65W, Upto 8 Hrs Battery Life"
Dell Inspiron 15 3511 (D560661WIN9S) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹72,490</span>",3.7/5,50 Ratings,"Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce MX350 GPU, 2 GB VRAM","65W, Upto 7 Hrs Battery Life"
Acer Nitro 5 AN515-57 (NH.QEHSI.001) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹48,990</span>",4.6/5,23 Ratings,"Intel Core i5-11400H (11th Gen), 4.7 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce GTX 1650 GPU, 4 GB VRAM","135W, Upto 8 Hrs Battery Life"
ASUS VivoBook 15 X515JA-BQ501W Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 1 TB HDD),"<span class=""price txt-w-b"">₹39,990</span>",3.4/5,99 Ratings,"Intel Core i5-1035G1 (10th Gen), 1.0 Ghz Processor",8 GB RAM | 1 TB HDD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,45W Adapter
ASUS ROG Strix G17 G713QM-HG074TS Laptop (17.3 Inch | AMD Octa Core Ryzen 9 | 16 GB | Windows 10 | 1 TB SSD),"<span class=""price txt-w-b"">₹150,990</span>",4.8/5,21 Ratings,"AMD Octa Core Ryzen 9 5900HX, 3.4 Ghz Processor",16 GB RAM | 1 TB SSD Storage,17.3″ (43.94 cm) LED Display,"NVIDIA GeForce RTX 3060 GPU, 6 GB VRAM",Windows 10 Home Basic
ASUS ROG Zephyrus G14 GA401IV-HE182TS Laptop (14 Inch | AMD Octa Core Ryzen 9 | 16 GB | Windows 10 | 1 TB SSD),"<span class=""price txt-w-b"">₹148,949</span>",4.4/5,25 Ratings,"AMD Octa Core Ryzen 9 4900HS, 3.0 Ghz Processor",16 GB RAM | 1 TB SSD Storage,14″ (35.56 cm) LED Display,"NVIDIA Geforce RTX 2060 with Max-Q Design GPU, 6 GB VRAM",76W Adapter
ASUS TUF Gaming A17 FA777RE-HX024WS Laptop (17.3 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹117,990</span>",4.3/5,28 Ratings,AMD Octa Core Ryzen 7-6800H Processor,16 GB RAM | 1 TB SSD Storage,17.3″ (43.94 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM",200W Adapter
MSI GS65 8RE-084IN Laptop (15.6 Inch | Core i7 8th Gen | 16 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹149,990</span>",4.0/5,36 Ratings,"Intel Core i7-8750H (8th Gen), 2.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,"NVIDIA GeForce GTX 1060 GPU, 6 GB VRAM",Windows 10 Home Basic
ASUS Vivobook 15X K3504VAB-NJ321WS Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹47,990</span>",4.3/5,28 Ratings,"Intel Core i3-1315U (13th Gen), 1.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,"65W, Upto 6 Hrs Battery Life"
Dell Vostro 5620 (D552269WIN9S) Laptop (16 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹75,990</span>",3.7/5,46 Ratings,Intel Core i5-1240P (12th Gen) Processor,16 GB RAM | 512 GB SSD Storage,16″ (40.64 cm) Display,Intel Integrated GPU,"65W, Upto 6 Hrs Battery Life"
Dell Inspiron 13 5320 (D560853WIN9S) Laptop (13.3 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹82,990</span>",4.1/5,32 Ratings,"Intel Core i5-1240P (12th Gen), 3.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,13.3″ (33.78 cm) Display,Intel Integrated GPU,"65W, Upto 7 Hrs Battery Life"
ASUS Chromebook CX1400FKA-EC0158 Laptop (14 Inch | Intel Celeron Dual Core | 4 GB | Google Chrome |),"<span class=""price txt-w-b"">₹25,751</span>",3.7/5,49 Ratings,"Intel Celeron Dual Core- N4500, 1.1 Ghz Processor",4 GB RAM,14″ (35.56 cm) Display,Intel UHD GPU,"45W, Upto 11 Hrs Battery Life"
Lenovo V15 (82KB0003GE) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹32,990</span>",3.4/5,78 Ratings,Intel Core i3-1115G4 (11th Gen) Processor,8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,65W Adapter
Samsung Galaxy Book 4 Pro NP940XGK-KG2IN Laptop (14 Inch | Core Ultra 7 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹139,990</span>",4.8/5,19 Ratings,"Intel Core Ultra 7 - 155H, 4.8 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) AMOLED Display With Touchscreen,Intel Arc GPU,"65W, Upto 7.5 Hrs Battery Life"
MSI Katana GF66 12UE-1001IN Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹103,226</span>",4.0/5,35 Ratings,"Intel Core i5-12450H (12th Gen), 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3060 GPU, 6 GB VRAM",65W Adapter
ASUS Zenbook 14X OLED Space Edition UX5401ZAS-KN901WS Laptop (14 Inch | Core i9 12th Gen | 32 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹169,990</span>",4.5/5,22 Ratings,"Intel Evo Core i9-12900H (12th Gen), 2.5 Ghz Processor",32 GB RAM | 1 TB SSD Storage,14″ (35.56 cm) OLED Display With Touchscreen,Intel Iris Xe GPU,"100W, Upto 10 Hrs Battery Life"
Dell Vostro 3510 (ICC-D585061WIN8) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹39,629</span>",4.0/5,33 Ratings,Intel Core i3-1115G4 (11th Gen) Processor,8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Upto 4 Hrs Battery Life,Windows 11 Home Basic
Lenovo ThinkBook 15 (20VE00W4IH) Laptop (15.6 Inch | Core i7 11th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹77,990</span>",4.0/5,34 Ratings,"Intel Core i7-1165G7 (11th Gen), 2.8 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe Graphics GPU,"65W, Upto 6 Hrs Battery Life"
ASUS VivoBook 15 X1500EA-EJ3381WS Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹35,990</span>",3.8/5,45 Ratings,"Intel Core i3-1115G4 (11th Gen), 3.0 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) OLED Display,Intel UHD GPU,"65W, Upto 6 Hrs Battery Life"
HP Omen 17-cm2003TX (7K4K0PA) Laptop (17.3 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹136,990</span>",4.2/5,28 Ratings,"Intel Core i7-13700HX (13th Gen), 4.8 Ghz Processor",16 GB RAM | 1 TB SSD Storage,17.3″ (43.94 cm) Display,"NVIDIA GeForce RTX 4060 GPU, 8 GB VRAM",330W Adapter
Samsung Galaxy Book 4 NP750XGK-KG3IN Laptop (15.6 Inch | Core 7 Series 1 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹79,999</span>",4.7/5,19 Ratings,"Intel Core 7 - 150U (Series 1), 1.8 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,45W Adapter
Lenovo Thinkpad E14 (20TAS13R00) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹86,000</span>",4.3/5,26 Ratings,"Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel Iris Xe GPU,"65W, Upto 11.9 Hrs Battery Life"
Razer Blade 15 RZ09-0421NEC3-R3U1 Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 10 | 1 TB SSD),"<span class=""price txt-w-b"">₹358,999</span>",4.5/5,22 Ratings,"Intel Core i7-12800H (12th Gen), 1.8 Ghz Processor",16 GB RAM | 1 TB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3070 Ti GPU, 8 GB VRAM",45W Adapter
Dell G15-5521 SE (D560738WIN9B) Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹98,990</span>",4.3/5,25 Ratings,"Intel Core i7-12700H (12th Gen), 3.4 Ghz Processor",16 GB RAM | 1 TB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3060 GPU, 6 GB VRAM","65W, Upto 10 Hrs Battery Life"
Acer Swift 5 Intel Evo SF514-55TA (NX.A6SSI.005) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹74,290</span>",4.1/5,29 Ratings,"Intel Core i5-1135G7 (11th Gen), 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display With Touchscreen,Intel Integrated Iris Xe GPU,"65W, Upto 17 Hrs Battery Life"
ASUS VivoBook Pro 16 K6602HC-N1901WS Laptop (16 Inch | Core i9 11th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹88,990</span>",3.8/5,42 Ratings,"Intel Core i9-11900H (11th Gen), 2.5 Ghz Processor",16 GB RAM | 512 GB SSD Storage,16″ (40.64 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM","65W, Upto 8 Hrs Battery Life"
Dell Inspiron 15 3520 (D560917WIN9S) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹50,490</span>",3.6/5,55 Ratings,"Intel Core i5-1235U (12th Gen), 3.3 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Integrated GPU,65W Adapter
Samsung Galaxy Book 3 360 NP750QFG-KA2IN Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹109,990</span>",3.7/5,48 Ratings,"Intel Core i5-1340P (13th Gen), 1.9 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) AMOLED Display With Touchscreen,Intel Iris Xe GPU,65W Adapter
Samsung Galaxy Book 3 360 NP750QFG-KA3IN Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹128,990</span>",3.7/5,48 Ratings,"Intel Core i7-1360P (13th Gen), 2.2 Ghz Processor",16 GB RAM | 1 TB SSD Storage,15.6″ (39.62 cm) AMOLED Display With Touchscreen,Intel Iris Xe GPU,65W Adapter
Samsung Galaxy Book 3 360 NP730QFG-KA3IN Laptop (13.3 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹133,990</span>",3.7/5,48 Ratings,"Intel Core i7-1355U (13th Gen), 2.2 Ghz Processor",16 GB RAM | 1 TB SSD Storage,13.3″ (33.78 cm) AMOLED Display With Touchscreen,Intel Iris Xe GPU,65W Adapter
Samsung Galaxy Book 3 360 NP730QFG-KA1IN Laptop (13.3 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹109,990</span>",3.7/5,48 Ratings,"Intel Core i5-1335U (13th Gen), 1.9 Ghz Processor",16 GB RAM | 512 GB SSD Storage,13.3″ (33.78 cm) AMOLED Display With Touchscreen,Intel Iris Xe GPU,65W Adapter
Samsung Galaxy Book 3 360 NP750QFG-KA1IN Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹122,990</span>",3.7/5,48 Ratings,"Intel Core i7-1360P (13th Gen), 2.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) AMOLED Display With Touchscreen,Intel Iris Xe GPU,65W Adapter
Lenovo V15 (82C30053IH) Laptop (15.6 Inch | Intel Celeron Dual Core | 4 GB | Windows 10 | 256 GB SSD),"<span class=""price txt-w-b"">₹23,990</span>",3.7/5,46 Ratings,Intel Celeron Dual Core - N4020 Processor,4 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Integrated GPU,"65W, Upto 6 Hrs Battery Life"
Samsung Galaxy Book 3 360 NP730QFG-KA2IN Laptop (13.3 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹109,990</span>",3.7/5,48 Ratings,"Intel Core i7-1355U (13th Gen), 2.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,13.3″ (33.78 cm) AMOLED Display With Touchscreen,Intel Iris Xe GPU,65W Adapter
HP 250 G8 (3Y668PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹32,990</span>",3.8/5,40 Ratings,"Intel Core i3-1115G4 (11th Gen), 3.0 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,Intel UHD GPU,65W Adapter
Lenovo Yoga Slim 6 14IRH8 (83E00007IN) Laptop (14 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹93,690</span>",4.3/5,24 Ratings,"Intel Core i7-13700H (13th Gen), 2.4 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) OLED Display,Intel Iris Xe GPU,"65W, Upto 10 Hrs Battery Life"
Dell Inspiron 15 3520 (D560869WIN9B) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹33,490</span>",4.2/5,26 Ratings,"Intel Core i3-1215U (12th Gen), 1.0 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Integrated GPU,41W Adapter
Dell Inspiron 15 3520 (IN3520P9K46002ORS1) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹36,450</span>",4.0/5,33 Ratings,"Intel Core i3-1215U (12th Gen), 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Integrated GPU,Windows 11 Home Basic
Dell Vostro 3510 (D585046WIN8) Laptop (15.6 Inch | Intel Pentium Gold | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹33,168</span>",4.1/5,30 Ratings,"Intel Pentium Gold - 7505, 2.0 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Integrated GPU,41W Adapter
ASUS ROG Strix G17 G713RC-HX109WS Laptop (17.3 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹88,990</span>",4.4/5,23 Ratings,"AMD Octa Core Ryzen 7 - 6800HS, 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,17.3″ (43.94 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM","200W, Upto 6 Hrs Battery Life"
ASUS ROG Strix G15 G513IE-HN088WS Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹82,990</span>",4.2/5,26 Ratings,"AMD Octa Core Ryzen 7 - 4800H, 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 Ti GPU, 4 GB VRAM",56W Adapter
Apple MacBook Pro M3 Pro MRX43HN/A Ultrabook (14 Inch | Apple M3 Pro | 18 GB | macOS Sonoma | 1 TB SSD),"<span class=""price txt-w-b"">₹229,990</span>",4.9/5,16 Ratings,Apple M3 Pro Processor,18 GB RAM | 1 TB SSD Storage,14″ (35.56 cm) Display,Upto 18 Hrs Battery Life,macOS Sonoma
MSI Katana 15 B12UDXK-1017IN Laptop (15.6 Inch | Core i7 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹74,990</span>",4.9/5,17 Ratings,"Intel Core i7-12650H (12th Gen), 3.1 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 6 GB VRAM",Windows 11 Home Basic
ASUS EeeBook 14 E410KA-BV121WS Laptop (14 Inch | Intel Pentium Quad Core | 4 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹30,489</span>",4.0/5,30 Ratings,"Intel Pentium Silver - N6000, 1.1 Ghz Processor",4 GB RAM | 256 GB SSD Storage,14″ (35.56 cm) Display,Intel Integrated GPU,"65W, Upto 8 Hrs Battery Life"
HP 14-em0025AU (7N8C2PA) Laptop (14 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹38,490</span>",4.0/5,30 Ratings,"AMD Quad Core Ryzen 3 - 7320U, 4.0 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,AMD Radeon 610M Vega 2 GPU,"65W, Upto 12 Hrs Battery Life"
HP Pavilion 15-eg1000TX (50N50PA) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹75,590</span>",4.0/5,31 Ratings,"Intel Core i5-1155G7 (11th Gen), 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce MX450 GPU, 2 GB VRAM","41W, Upto 8.45 Hrs Battery Life"
Lenovo Ideapad Flex 5i 14IRU8 (82Y0004TIN) Laptop (14 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹82,190</span>",4.7/5,18 Ratings,"Intel Core i7-1355U (13th Gen), 3.4 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display With Touchscreen,Intel Iris Xe GPU,65W Adapter
ASUS TUF Gaming F17 FX766LI-H7058T Laptop (17.3 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹73,990</span>",4.4/5,23 Ratings,"Intel Core i5-10300H (10th Gen), 2.5 Ghz Processor",8 GB RAM | 512 GB SSD Storage,17.3″ (43.94 cm) LED Display,"NVIDIA Geforce GTX 1650 Ti GPU, 4 GB VRAM",150W Adapter
Lenovo IdeaPad Flex 5 14ABR8 (82XX007MIN) Laptop (14 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹69,690</span>",4.1/5,27 Ratings,"AMD Octa Core Ryzen 7 - 7730U, 2.0 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display With Touchscreen,AMD Radeon GPU,Upto 11 Hrs Battery Life
Dell Inspiron 15 3511 (D560749WIN9S) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹36,364</span>",3.5/5,53 Ratings,"Intel Core i3-1115G4 (11th Gen), 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,65W Adapter
ASUS Vivobook 14X OLED K3405ZFB-KM541WS Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹73,990</span>",3.8/5,38 Ratings,"Intel Core i5-12450H (12th Gen), 2.0 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) OLED Display,"NVIDIA GeForce RTX 2050 GPU, 4 GB VRAM",90W Adapter
Samsung Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop (16 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹109,990</span>",4.2/5,25 Ratings,"Intel Core i7-1360P (13th Gen), 2.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,16″ (40.64 cm) AMOLED Display With Touchscreen,Intel Iris Xe GPU,"76W, Upto 19 Hrs Battery Life"
HP Pavilion 14-ec0007AX (4J0X9PA) Laptop (14 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹69,990</span>",3.6/5,48 Ratings,AMD Octa Core Ryzen 7 5700U Processor,16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) LED Display,"NVIDIA GeForce MX450 GPU, 2 GB VRAM",65W Adapter
ASUS VivoBook 15 OLED X1505VA-LK542WS Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹74,990</span>",4.3/5,23 Ratings,"Intel Core i5-13500H (13th Gen), 2.6 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) OLED Display,Intel Iris Xe GPU,"65W, Upto 8 Hrs Battery Life"
Samsung Galaxy Book 3 Pro 360 NP960QFG-KA2IN Laptop (16 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹99,999</span>",4.2/5,25 Ratings,"Intel Core i5-1340P (13th Gen), 1.9 Ghz Processor",16 GB RAM | 512 GB SSD Storage,16″ (40.64 cm) AMOLED Display With Touchscreen,Intel Iris Xe GPU,65W Adapter
MSI GF63 Thin 11UCX-1476IN Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹54,490</span>",3.9/5,32 Ratings,"Intel Core i5-11260H (11th Gen), 4.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 2050 GPU, 4 GB VRAM",Windows 11 Home Basic
Lenovo Ideapad 330 (81F500GMIN) Laptop (15.6 Inch | Core i5 8th Gen | 4 GB | Windows 10 | 1 TB HDD),"<span class=""price txt-w-b"">₹52,490</span>",3.9/5,31 Ratings,"Intel Core i5-8250U (8th Gen), 1.6 Ghz Processor",4 GB RAM | 1 TB HDD Storage,15.6″ (39.62 cm) LED Display,"AMD Radeon 540 GPU, 4 GB VRAM",52W Adapter
ASUS VivoBook S15 OLED K3502ZA-L702WS Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹78,990</span>",4.0/5,28 Ratings,"Intel Core i7-12700H (12th Gen), 2.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) OLED Display,Intel Iris Xe GPU,"70W, Upto 10 Hrs Battery Life"
ASUS Vivobook 14X K3405ZFB-KM542WS Laptop (14 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹79,990</span>",3.8/5,38 Ratings,"Intel Core i5-13500H (13th Gen), 2.6 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) OLED Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM",90W Adapter
